date,chain,tvl,share_within_chains
2025-06-25,XRPL,30045244,0.00880062686855515
2025-06-26,Aptos,7450135,0.00218166497042995
2025-06-26,Arbitrum,14618057,0.0042806879194334495
2025-06-26,Base,5580624,0.001634205540428552
2025-06-26,Ethereum,3040928126,0.8904921011618439
2025-06-26,Mantle,26659104,0.007806735494034533
2025-06-26,Noble,15010253,0.004395536881867385
2025-06-26,Polygon,2210,6.471667405557335e-07
2025-06-26,Solana,257094090,0.0752863096115124
2025-06-26,Sui,17494472,0.005123004715829658
2025-06-26,XRPL,30047937,0.00879910653787965
2025-06-27,Aptos,7491220,0.0021909218399789676
2025-06-27,Arbitrum,14651728,0.0042851218985200485
2025-06-27,Base,5581533,0.0016324046751081034
2025-06-27,Ethereum,3043841529,0.8902179996477309
2025-06-27,Mantle,26806374,0.007839933982347917
2025-06-27,Noble,15093030,0.004414187416529986
2025-06-27,Polygon,2170,6.346496822619493e-07
2025-06-27,Solana,258094600,0.07548371238872115
2025-06-27,Sui,17590949,0.0051447420246710385
2025-06-27,XRPL,30056016,0.008790341476709707
2025-06-28,Aptos,7463830,0.0021400324314965894
2025-06-28,Arbitrum,14641486,0.004198012935088724
2025-06-28,Base,5581835,0.0016004260449745994
2025-06-28,Ethereum,3113177051,0.8926114145326075
2025-06-28,Mantle,26757368,0.007671883644387537
2025-06-28,Noble,15037846,0.004311657438587329
2025-06-28,Polygon,2097,6.01252709245568e-07
2025-06-28,Solana,257441853,0.07381383480660432
2025-06-28,Sui,17558790,0.0050344635472455825
2025-06-28,XRPL,30056016,0.008617673366298588
2025-06-29,Aptos,7429592,0.002132218416926171
2025-06-29,Arbitrum,14603072,0.004190935257561774
2025-06-29,Base,5581522,0.001601840855174631
2025-06-29,Ethereum,3111143101,0.8928668785102868
2025-06-29,Mantle,26585846,0.00762987125952044
2025-06-29,Noble,14968865,0.004295914181220392
2025-06-29,Polygon,2113,6.064098156352327e-07
2025-06-29,Solana,256625919,0.07364906589115577
2025-06-29,Sui,17446233,0.005006893959800905
2025-06-29,XRPL,30056016,0.008625775258537437
2025-06-30,Aptos,7470677,0.0021344412949441008
2025-06-30,Arbitrum,14744822,0.0042127315855578105
2025-06-30,Base,5583551,0.001595271998351211
2025-06-30,Ethereum,3125253065,0.8929136139986538
2025-06-30,Mantle,26732879,0.007637829994569965
2025-06-30,Noble,15051642,0.004300392888290447
2025-06-30,Polygon,2014,5.754183681100681e-07
2025-06-30,Solana,257619299,0.07360420885016866
2025-06-30,Sui,17542710,0.005012113982337722
2025-06-30,XRPL,30061403,0.008588819988758245
2025-07-01,Aptos,7477525,0.0021349163839617367
2025-07-01,Arbitrum,14750429,0.004211411201241633
2025-07-01,Base,5583400,0.0015941226727041317
2025-07-01,Ethereum,3127432274,0.892916627024759
2025-07-01,Mantle,26757383,0.007639529838902478
2025-07-01,Noble,15065438,0.004301349767170252
2025-07-01,Polygon,1948,5.561756217408118e-07
2025-07-01,Solana,257796827,0.07360385551310754
2025-07-01,Sui,17558790,0.005013229438021739
2025-07-01,XRPL,30066789,0.008584401984509651
2025-07-02,Aptos,7463830,0.002164419480952215
2025-07-02,Arbitrum,14823551,0.004298648624270473
2025-07-02,Base,5584395,0.0016194063004291556
2025-07-02,Ethereum,3073737195,0.8913462209328745
2025-07-02,Mantle,26708376,0.007745102624121476
2025-07-02,Noble,15037846,0.004360791555268454
2025-07-02,Polygon,2123,6.156440537983251e-07
2025-07-02,Solana,257470453,0.07466328470005235
2025-07-02,Sui,17526631,0.00508250878863278
2025-07-02,XRPL,30066789,0.008719001349344743
2025-07-03,Aptos,7498068,0.002114875738683603
2025-07-03,Arbitrum,14852938,0.004189361609466833
2025-07-03,Base,5585681,0.0015754753399043549
2025-07-03,Ethereum,3169508919,0.8939792912433434
2025-07-03,Mantle,26830639,0.007567745114405216
2025-07-03,Noble,15106826,0.004260972265910987
2025-07-03,Polygon,1726,4.868288104306202e-07
2025-07-03,Solana,258322036,0.07286130329889677
2025-07-03,Sui,17607028,0.004966169464923882
2025-07-03,XRPL,30080255,0.008484319095654527
2025-07-04,Aptos,7525458,0.0020892728996223676
2025-07-04,Arbitrum,14987959,0.004161067214693267
2025-07-04,Base,5585133,0.0015505856278364152
2025-07-04,Ethereum,3224919309,0.8953257749578287
2025-07-04,Mantle,26953164,0.007482935271750531
2025-07-04,Noble,15175807,0.004213218955577113
2025-07-04,Polygon,1795,4.983410783532577e-07
2025-07-04,Solana,259034402,0.07191503243636281
2025-07-04,Sui,17687426,0.004910513061912784
2025-07-04,XRPL,30080255,0.008351101233337588
2025-07-05,Aptos,7470677,0.0020893795860103125
2025-07-05,Arbitrum,14939947,0.004178365665906317
2025-07-05,Base,5585591,0.0015621636179964581
2025-07-05,Ethereum,3200413794,0.8950834372801036
2025-07-05,Mantle,26732651,0.007476518564427047
2025-07-05,Noble,15051642,0.004209604234092229
2025-07-05,Polygon,1857,5.193609483077839e-07
2025-07-05,Solana,257728876,0.0720809442356808
2025-07-05,Sui,17542710,0.004906299677699754
2025-07-05,XRPL,30080255,0.00841276777713514
2025-07-06,Aptos,7477525,0.0020890049103204408
2025-07-06,Arbitrum,14945251,0.004175272262542951
2025-07-06,Base,5585681,0.001560478237984305
2025-07-06,Ethereum,3204103149,0.8951340465507219
2025-07-06,Mantle,26757406,0.007475247828852143
2025-07-06,Noble,15065438,0.004208849045389772
2025-07-06,Polygon,1853,5.176747785963639e-07
2025-07-06,Solana,257892064,0.07204760773500234
2025-07-06,Sui,17558790,0.0049054197116406096
2025-07-06,XRPL,30080255,0.008403556042766956
2025-07-07,Aptos,7463830,0.002082961754869722
2025-07-07,Arbitrum,14853446,0.004145212303337919
2025-07-07,Base,5585647,0.0015588094955542662
2025-07-07,Ethereum,3208466386,0.895399918516777
2025-07-07,Mantle,26708124,0.007453546079736294
2025-07-07,Noble,15037846,0.004196673570220736
2025-07-07,Polygon,1815,5.065195194810903e-07
2025-07-07,Solana,257548139,0.07187501906861105
2025-07-07,Sui,17526631,0.004891229042557785
2025-07-07,XRPL,30085641,0.008396123648815751
2025-07-08,Aptos,7477525,0.0020871263209316913
2025-07-08,Arbitrum,14867611,0.004149846673528146
2025-07-08,Base,5587029,0.0015594511929694207
2025-07-08,Ethereum,3213405568,0.8969255657187709
2025-07-08,Mantle,26756105,0.007468162392116648
2025-07-08,Noble,15065438,0.004205064133675849
2025-07-08,Polygon,1924,5.370267623943182e-07
2025-07-08,Solana,251880909,0.07030498392370473
2025-07-08,Sui,17558790,0.004901008391508176
2025-07-08,XRPL,30088335,0.008398254226032043
2025-07-09,Aptos,7395354,0.0020618955944862213
2025-07-09,Arbitrum,14803517,0.004127362460972373
2025-07-09,Base,5587589,0.001557873381436463
2025-07-09,Ethereum,3219846816,0.8977241609841649
2025-07-09,Mantle,26756073,0.007459849662971068
2025-07-09,Noble,14899884,0.00415423050444316
2025-07-09,Polygon,1879,5.238832139799677e-07
2025-07-09,Solana,249929264,0.06968267487598076
2025-07-09,Sui,17365836,0.004841761563134128
2025-07-09,XRPL,30091028,0.00838966708919702
2025-07-10,Aptos,7443287,0.002042259645316008
2025-07-10,Arbitrum,15065268,0.004133548643532166
2025-07-10,Base,5587883,0.0015331812348022252
2025-07-10,Ethereum,3276407145,0.8989676326948745
2025-07-10,Mantle,26633563,0.007307611667517529
2025-07-10,Noble,14996457,0.004114668553532433
2025-07-10,Polygon,2566,7.040489302482729e-07
2025-07-10,Solana,250922075,0.06884700642222404
2025-07-10,Sui,17478392,0.004795652061597806
2025-07-10,XRPL,30096414,0.008257735027673088
2025-07-11,Aptos,7477525,0.002035606173842785
2025-07-11,Arbitrum,15056885,0.004098934883513036
2025-07-11,Base,4817780,0.0013115439550140308
2025-07-11,Ethereum,3304777813,0.8996594620976133
2025-07-11,Mantle,26755972,0.007283776622661199
2025-07-11,Noble,15065438,0.004101263266180414
2025-07-11,Polygon,2746,7.475434122082223e-07
2025-07-11,Solana,251750509,0.06853402568208913
2025-07-11,Sui,17558790,0.004780028328786457
2025-07-11,XRPL,30101801,0.008194611446887427
2025-07-12,Aptos,7484373,0.002032907025718101
2025-07-12,Arbitrum,15564868,0.0042277328390200285
2025-07-12,Base,4818016,0.0013086705561604454
2025-07-12,Ethereum,3312324427,0.8996942828886245
2025-07-12,Mantle,26879729,0.0073010778502753115
2025-07-12,Noble,15079234,0.00409582482608059
2025-07-12,Polygon,2865,7.781919245182408e-07
2025-07-12,Solana,251780883,0.0683887783241438
2025-07-12,Sui,17574869,0.0047736897487839335
2025-07-12,XRPL,30101801,0.008176257749268797
2025-07-13,Aptos,7491220,0.0020325207796097694
2025-07-13,Arbitrum,15572369,0.004225101329322995
2025-07-13,Base,4819546,0.001307641130988697
2025-07-13,Ethereum,3316159424,0.8997416893081186
2025-07-13,Mantle,26904322,0.007299691308800472
2025-07-13,Noble,15093030,0.004095046881852841
2025-07-13,Polygon,2945,7.990385672761942e-07
2025-07-13,Solana,251943810,0.06835749438930583
2025-07-13,Sui,17590949,0.004772783255004618
2025-07-13,XRPL,30101801,0.0081672325784289
2025-07-14,Aptos,7450135,0.0020273023733127526
2025-07-14,Arbitrum,15521605,0.004223680061384537
2025-07-14,Base,4819570,0.0013114830401525534
2025-07-14,Ethereum,3306870069,0.8998528938228106
2025-07-14,Mantle,26802575,0.007293414670793623
2025-07-14,Noble,15010253,0.004084532901876927
2025-07-14,Polygon,2655,7.224684923354218e-07
2025-07-14,Solana,250819530,0.06825205562613149
2025-07-14,Sui,17494472,0.004760529118660735
2025-07-14,XRPL,30109880,0.008193385916384358
2025-07-15,Aptos,7477525,0.0020457999583560513
2025-07-15,Arbitrum,15544392,0.004252839877669435
2025-07-15,Base,4819584,0.0013186053870088688
2025-07-15,Ethereum,3286102009,0.8990551490186842
2025-07-15,Mantle,26965764,0.007377649538883402
2025-07-15,Noble,15065438,0.004121801322364776
2025-07-15,Polygon,3025,8.276194160537151e-07
2025-07-15,Solana,251412564,0.06878476674586687
2025-07-15,Sui,17558790,0.004803965463275971
2025-07-15,XRPL,30112573,0.008238595068474335
2025-07-16,Aptos,7463830,0.002036168243089576
2025-07-16,Arbitrum,15534193,0.004237801566839596
2025-07-16,Base,4819910,0.001314894320549889
2025-07-16,Ethereum,3297233443,0.8995009300438921
2025-07-16,Mantle,26916377,0.007342915375407354
2025-07-16,Noble,15037846,0.004102395749859202
2025-07-16,Polygon,3541,9.660016035708461e-07
2025-07-16,Solana,250974347,0.06846699284302343
2025-07-16,Sui,17526631,0.004781348108216465
2025-07-16,XRPL,30115267,0.008215587747518831
2025-07-17,Aptos,7477525,0.0020738281374765763
2025-07-17,Arbitrum,15545417,0.004311389555154508
2025-07-17,Base,4820682,0.0013369752656697046
2025-07-17,Ethereum,3236801358,0.8976994034313217
2025-07-17,Mantle,26965880,0.007478758104562254
2025-07-17,Noble,15065438,0.0041782714504878075
2025-07-17,Polygon,3612,1.0017575645103686e-06
2025-07-17,Solana,251306153,0.06969763005973147
2025-07-17,Sui,17558790,0.004869781480107701
2025-07-17,XRPL,30117960,0.008352960757923782
2025-07-18,Aptos,7409049,0.001977953032357968
2025-07-18,Arbitrum,15411160,0.004114232562661392
2025-07-18,Base,4821594,0.0012871944122786858
2025-07-18,Ethereum,3379263285,0.9021433198379034
2025-07-18,Mantle,27017193,0.007212631313431787
2025-07-18,Noble,14927476,0.003985106107362873
2025-07-18,Polygon,3422,9.135525054199219e-07
2025-07-18,Solana,249439234,0.06659141939530279
2025-07-18,Sui,17397995,0.004644646967134212
2025-07-18,XRPL,30126039,0.008042582819061448
2025-07-19,Aptos,7498068,0.0019780953939243957
2025-07-19,Arbitrum,15481302,0.004084184376315677
2025-07-19,Base,4821666,0.0012720230472225466
2025-07-19,Ethereum,3420968798,0.9024995001489552
2025-07-19,Mantle,27431159,0.007236724082511352
2025-07-19,Noble,15106826,0.0039853923607277636
2025-07-19,Polygon,3327,8.777092146385528e-07
2025-07-19,Solana,251505031,0.06635055101793053
2025-07-19,Sui,17607028,0.004644980678689212
2025-07-19,XRPL,30126039,0.00794767118450869
2025-07-20,Aptos,7443287,0.0019534816643169946
2025-07-20,Arbitrum,15428627,0.004049224482421022
2025-07-20,Base,4821767,0.0012654669132211027
2025-07-20,Ethereum,3442521780,0.9034856745738681
2025-07-20,Mantle,27240994,0.007149365904709742
2025-07-20,Noble,14996457,0.003935801988989306
2025-07-20,Polygon,3366,8.834026260294684e-07
2025-07-20,Solana,250206434,0.06566637577096521
2025-07-20,Sui,17478392,0.004587182825779101
2025-07-20,XRPL,30126039,0.007906542473103441
2025-07-21,Aptos,7450135,0.0019538444503304363
2025-07-21,Arbitrum,15436924,0.004048429765040864
2025-07-21,Base,4823256,0.0012649290204973438
2025-07-21,Ethereum,3445074747,0.9034923763662648
2025-07-21,Mantle,27266056,0.007150693537499507
2025-07-21,Noble,15010253,0.003936532629557153
2025-07-21,Polygon,3116,8.171904679887867e-07
2025-07-21,Solana,250374160,0.065662187735141
2025-07-21,Sui,17494472,0.00458803458308624
2025-07-21,XRPL,30131426,0.007902154722114729
2025-07-22,Aptos,7422745,0.001942540893677977
2025-07-22,Arbitrum,15396014,0.004029154550592624
2025-07-22,Base,4823154,0.0012622249425928696
2025-07-22,Ethereum,3454070646,0.9039342560612964
2025-07-22,Mantle,27186309,0.007114688296669983
2025-07-22,Noble,14955068,0.003913758475838106
2025-07-22,Polygon,3085,8.073480440182923e-07
2025-07-22,Solana,249731210,0.06535494454580922
2025-07-22,Sui,17430154,0.0045614913253930675
2025-07-22,XRPL,30134119,0.007886133560085724
2025-07-23,Aptos,7409049,0.0019322550356795534
2025-07-23,Arbitrum,15364824,0.00400709437153541
2025-07-23,Base,4823154,0.0012578623254290776
2025-07-23,Ethereum,3467863466,0.904407116922516
2025-07-23,Mantle,27422813,0.007151777307957975
2025-07-23,Noble,14927476,0.003893035485523942
2025-07-23,Polygon,2859,7.45617574807218e-07
2025-07-23,Solana,249054185,0.06495249297491718
2025-07-23,Sui,17397995,0.004537338523402624
2025-07-23,XRPL,30139505,0.007860281435463455
2025-07-24,Aptos,7491220,0.0019857242089391905
2025-07-24,Arbitrum,15362161,0.004072102407794923
2025-07-24,Base,4823876,0.0012786818908162817
2025-07-24,Ethereum,3403209847,0.90210088360616
2025-07-24,Mantle,27745369,0.007354563196548885
2025-07-24,Noble,15093030,0.00400076290073519
2025-07-24,Polygon,3156,8.365720941865391e-07
2025-07-24,Solana,251076175,0.06655365067176679
2025-07-24,Sui,17590949,0.004662895134239102
2025-07-24,XRPL,30142199,0.007989899410905388
2025-07-25,Aptos,2020256,0.0005345763398215966
2025-07-25,Arbitrum,15336326,0.004058117891688374
2025-07-25,Base,4824926,0.0012767150702634007
2025-07-25,Ethereum,3415295786,0.9037153314669046
2025-07-25,Mantle,27744822,0.007341507904820829
2025-07-25,Noble,15093030,0.003993739770711015
2025-07-25,Polygon,3014,7.975291686906472e-07
2025-07-25,Solana,251115427,0.0664472056206725
2025-07-25,Sui,17590949,0.004654709665709878
2025-07-25,XRPL,30147585,0.007977298740239093
2025-07-26,Aptos,2018409,0.0005349150794282423
2025-07-26,Arbitrum,15331991,0.004063256348717279
2025-07-26,Base,4824811,0.0012786626294726475
2025-07-26,Ethereum,3409673790,0.9036255418016099
2025-07-26,Mantle,27718915,0.007346016401477449
2025-07-26,Noble,15079234,0.003996271148625998
2025-07-26,Polygon,3058,8.104255940652091e-07
2025-07-26,Solana,250953381,0.06650720826670954
2025-07-26,Sui,17574869,0.00465765979396443
2025-07-26,XRPL,30147585,0.00798965810440039
2025-07-27,Aptos,2009176,0.0005309750492324958
2025-07-27,Arbitrum,15305994,0.004044992035392761
2025-07-27,Base,4824801,0.0012750744327585015
2025-07-27,Ethereum,3421406678,0.9041923551224184
2025-07-27,Mantle,27592104,0.007291904133748434
2025-07-27,Noble,15010253,0.0039668350735163165
2025-07-27,Polygon,2551,6.741656035071576e-07
2025-07-27,Solana,250143132,0.06610658390746789
2025-07-27,Sui,17494472,0.004623352126193285
2025-07-27,XRPL,30147585,0.007967253953668495
2025-07-28,Aptos,2011022,0.0005197119349768515
2025-07-28,Arbitrum,15316113,0.003958169887526895
2025-07-28,Base,4826205,0.0012472446045567655
2025-07-28,Ethereum,3506706463,0.9062442883675867
2025-07-28,Mantle,27616375,0.007136948123042089
2025-07-28,Noble,15024049,0.0038826912768617308
2025-07-28,Polygon,2232,5.768196662534436e-07
2025-07-28,Solana,250324914,0.0646919056220439
2025-07-28,Sui,17510551,0.004525282340382573
2025-07-28,XRPL,30155664,0.007793181023356176
2025-07-29,Aptos,2007329,0.0005109482790491902
2025-07-29,Arbitrum,15309093,0.0038967975464679707
2025-07-29,Avalanche,0,0.0
2025-07-29,BSC,0,0.0
2025-07-29,Base,4826948,0.0012286579696999997
2025-07-29,Ethereum,3566324008,0.9077770083625607
2025-07-29,Mantle,27565657,0.007016600171177851
2025-07-29,Noble,14955068,0.003806683537010433
2025-07-29,Plume Mainnet,0,0.0
2025-07-29,Polygon,2166,5.513366131912337e-07
2025-07-29,Solana,250007409,0.06363722906314662
2025-07-29,Sui,17478392,0.004448973891647625
2025-07-29,XRPL,30158358,0.007676549842626386
2025-07-30,Aptos,2014716,0.0005016989245357284
2025-07-30,Arbitrum,15272235,0.0038030491020853113
2025-07-30,Avalanche,0,0.0
2025-07-30,BSC,0,0.0
2025-07-30,Base,4827368,0.0012020976325885088
2025-07-30,Ethereum,3652327672,0.909492387559577
2025-07-30,Mantle,27667094,0.006889582107269166
2025-07-30,Noble,15051642,0.0037481176522630487
2025-07-30,Plume Mainnet,0,0.0
2025-07-30,Polygon,2127,5.296595711194503e-07
2025-07-30,Solana,250920347,0.062483480666273454
2025-07-30,Sui,17542710,0.004368436415078933
2025-07-30,XRPL,30161051,0.007510620280757812
2025-07-31,Aptos,2001789,0.0005113851187707815
2025-07-31,Arbitrum,15440396,0.003944466046285547
2025-07-31,Avalanche,0,0.0
2025-07-31,BSC,0,0.0
2025-07-31,Base,4827942,0.001233365601014115
2025-07-31,Ethereum,3552334257,0.9074936848636199
2025-07-31,Mantle,27489578,0.0070225988405814305
2025-07-31,Noble,14955068,0.0038204821913823653
2025-07-31,Plume Mainnet,0,0.0
2025-07-31,Polygon,2004,5.119499497782464e-07
2025-07-31,Solana,249797529,0.0638142876378643
2025-07-31,Sui,17430154,0.004452777677109332
2025-07-31,XRPL,30166437,0.007706440073422472
2025-08-01,Aptos,2049803,0.0005239319843606904
2025-08-01,Arbitrum,15553483,0.003975487991729091
2025-08-01,Avalanche,0,0.0
2025-08-01,BSC,0,0.0
2025-08-01,Base,0,0.0
2025-08-01,Ethereum,3549207857,0.9071815757058428
2025-08-01,Mantle,28148416,0.007194767229577774
2025-08-01,Noble,15313769,0.003914216819963298
2025-08-01,Plume Mainnet,0,0.0
2025-08-01,Polygon,1896,4.846197621663492e-07
2025-08-01,Solana,254050344,0.06493555764111772
2025-08-01,Sui,17848220,0.004562025385808374
2025-08-01,XRPL,30171824,0.007711952621838053
2025-08-02,Aptos,1985169,0.0005226244532530517
2025-08-02,Arbitrum,15374387,0.004047529756900206
2025-08-02,Avalanche,0,0.0
2025-08-02,BSC,0,0.0
2025-08-02,Base,0,0.0
2025-08-02,Ethereum,3443181608,0.9064673613843272
2025-08-02,Mantle,27260853,0.007176813860349831
2025-08-02,Noble,14830903,0.0039044497328056425
2025-08-02,Plume Mainnet,0,0.0
2025-08-02,Polygon,1873,4.93094341561331e-07
2025-08-02,Solana,248369703,0.06538691679902206
2025-08-02,Sui,17285439,0.004550641837855606
2025-08-02,XRPL,30171824,0.00794316908114488
2025-08-03,Aptos,2016562,0.0005271649005577308
2025-08-03,Arbitrum,15410597,0.00402860206382956
2025-08-03,Avalanche,0,0.0
2025-08-03,BSC,0,0.0
2025-08-03,Base,0,0.0
2025-08-03,Ethereum,3466131253,0.9061078892232364
2025-08-03,Mantle,27691955,0.007239165819758657
2025-08-03,Noble,15065438,0.003938371408927005
2025-08-03,Plume Mainnet,0,0.0
2025-08-03,Polygon,1944,5.081959129866717e-07
2025-08-03,Solana,251248044,0.06568067340879397
2025-08-03,Sui,17558790,0.004590177631168335
2025-08-03,XRPL,30171824,0.00788744734781542
2025-08-04,Aptos,1996249,0.0005289697232711836
2025-08-04,Arbitrum,16549414,0.004385294091007811
2025-08-04,Avalanche,0,0.0
2025-08-04,BSC,0,0.0
2025-08-04,Base,0,0.0
2025-08-04,Ethereum,3415954879,0.9051659923443817
2025-08-04,Mantle,27413007,0.007263948899571657
2025-08-04,Noble,14913680,0.0039518542940059015
2025-08-04,Plume Mainnet,0,0.0
2025-08-04,Polygon,2390,6.333065858107525e-07
2025-08-04,Solana,249452153,0.06610028926341903
2025-08-04,Sui,17381916,0.004605891998664976
2025-08-04,XRPL,30179903,0.007997126079091919
2025-08-05,Aptos,2031336,0.0005087661627625205
2025-08-05,Arbitrum,15429537,0.0038644647329109175
2025-08-05,Avalanche,0,0.0
2025-08-05,BSC,0,0.0
2025-08-05,Base,0,0.0
2025-08-05,Ethereum,3631693676,0.9095899722485262
2025-08-05,Mantle,27894827,0.0069865074481594135
2025-08-05,Noble,15175807,0.0038009157983783072
2025-08-05,Plume Mainnet,0,0.0
2025-08-05,Polygon,2004,5.019196185053044e-07
2025-08-05,Solana,252573980,0.0632593990448934
2025-08-05,Sui,17687426,0.004429973108912575
2025-08-05,XRPL,30182596,0.007559499535838186
2025-08-06,Aptos,1992556,0.0004978575440787114
2025-08-06,Arbitrum,15836693,0.003956936258408055
2025-08-06,Avalanche,0,0.0
2025-08-06,BSC,0,0.0
2025-08-06,Base,0,0.0
2025-08-06,Ethereum,3645475845,0.910854024273328
2025-08-06,Mantle,27362289,0.006836707225248344
2025-08-06,Noble,14886087,0.003719419035029396
2025-08-06,Plume Mainnet,0,0.0
2025-08-06,Polygon,2309,5.76923845190672e-07
2025-08-06,Solana,249170511,0.062257431491660735
2025-08-06,Sui,17349757,0.004334988532509215
2025-08-06,XRPL,30185290,0.007542058715892395
2025-08-07,Aptos,1998096,0.00048366791674106627
2025-08-07,Arbitrum,15846881,0.0038359657994979147
2025-08-07,Avalanche,0,0.0
2025-08-07,BSC,0,0.0
2025-08-07,Base,949816,0.0002299166436484196
2025-08-07,Ethereum,3772648344,0.9132238716954107
2025-08-07,Mantle,27414221,0.0066360070587945675
2025-08-07,Noble,14927476,0.003613410576429894
2025-08-07,Plume Mainnet,0,0.0
2025-08-07,Polygon,2350,5.688513486546721e-07
2025-08-07,Solana,249774900,0.06046161222344079
2025-08-07,Sui,17381916,0.004207543131405201
2025-08-07,XRPL,30187983,0.007307436103282687
2025-08-08,Aptos,2007329,0.000478979332728611
2025-08-08,Arbitrum,15878387,0.003788825454156569
2025-08-08,Avalanche,0,0.0
2025-08-08,BSC,0,0.0
2025-08-08,Base,1849631,0.0004413501833402265
2025-08-08,Ethereum,3830264521,0.9139595673866381
2025-08-08,Mantle,27541723,0.0065718754149101805
2025-08-08,Noble,14996457,0.0035783834972509775
2025-08-08,Plume Mainnet,0,0.0
2025-08-08,Polygon,2292,5.46906177619103e-07
2025-08-08,Solana,250631998,0.059804619552887725
2025-08-08,Sui,17478392,0.004170611064418983
2025-08-08,XRPL,30196062,0.007205241207491032
2025-08-09,Aptos,1990709,0.0004753155030156452
2025-08-09,Arbitrum,15823016,0.0037780131647893304
2025-08-09,Avalanche,0,0.0
2025-08-09,BSC,0,0.0
2025-08-09,Base,1849674,0.0004416410071612479
2025-08-09,Ethereum,3829623931,0.9143876001585454
2025-08-09,Mantle,27313687,0.006521605556420798
2025-08-09,Noble,14872291,0.0035510114625794393
2025-08-09,Plume Mainnet,0,0.0
2025-08-09,Polygon,2261,5.398520588988013e-07
2025-08-09,Solana,249179145,0.059495742796502854
2025-08-09,Sui,17333677,0.004138709074186996
2025-08-09,XRPL,30196062,0.007209821424739432
2025-08-10,Aptos,1992556,0.0004718537494144525
2025-08-10,Arbitrum,15827845,0.0037481646731137267
2025-08-10,Avalanche,0,0.0
2025-08-10,BSC,0,0.0
2025-08-10,Base,1849650,0.0004380124260519865
2025-08-10,Ethereum,3864040355,0.9150367314120667
2025-08-10,Mantle,27339124,0.006474130797381175
2025-08-10,Noble,14886087,0.0035251485855653433
2025-08-10,Plume Mainnet,0,0.0
2025-08-10,Polygon,2282,5.403964837945737e-07
2025-08-10,Solana,249341686,0.05904617457397488
2025-08-10,Sui,17349757,0.004108566028698637
2025-08-10,XRPL,30196062,0.007150677357249317
2025-08-11,Aptos,2001789,0.00046550377558529855
2025-08-11,Arbitrum,15856700,0.003687378499094262
2025-08-11,Avalanche,0,0.0
2025-08-11,BSC,0,0.0
2025-08-11,Base,2749922,0.0006394775241371969
2025-08-11,Ethereum,3939432840,0.9160909869545268
2025-08-11,Mantle,27465811,0.006387006182975441
2025-08-11,Noble,14955068,0.003477709497921549
2025-08-11,Plume Mainnet,0,0.0
2025-08-11,Polygon,2299,5.346183738998472e-07
2025-08-11,Solana,250167693,0.05817496530401749
2025-08-11,Sui,17430154,0.00405327559299866
2025-08-11,XRPL,30201449,0.007023162050369364
2025-08-12,Aptos,2001789,0.0004695210964141637
2025-08-12,Arbitrum,15857079,0.0037192896544071376
2025-08-12,Avalanche,0,0.0
2025-08-12,BSC,0,0.0
2025-08-12,Base,2750114,0.0006450412808462536
2025-08-12,Ethereum,3902600826,0.9153579216842238
2025-08-12,Mantle,27465811,0.006442126365278357
2025-08-12,Noble,14955068,0.0035077223045527645
2025-08-12,Plume Mainnet,0,0.0
2025-08-12,Polygon,2476,5.807476385980087e-07
2025-08-12,Solana,250202309,0.05868513736814188
2025-08-12,Sui,17430154,0.004088255563772066
2025-08-12,XRPL,30204142,0.007084403934724933
2025-08-13,Aptos,1988862,0.0004469431867714487
2025-08-13,Arbitrum,15822936,0.0035557788523892958
2025-08-13,Avalanche,0,0.0
2025-08-13,BSC,0,0.0
2025-08-13,Base,2750401,0.000618078573495486
2025-08-13,Ethereum,4090604975,0.9192533334890215
2025-08-13,Mantle,27288449,0.006132344203926744
2025-08-13,Noble,14858495,0.0033390467040587215
2025-08-13,Plume Mainnet,0,0.0
2025-08-13,Polygon,2608,5.860777827219476e-07
2025-08-13,Solana,249077433,0.05597344695502855
2025-08-13,Sui,17317598,0.0038916638949041543
2025-08-13,XRPL,30209528,0.006788778062621393
2025-08-14,Aptos,2031336,0.0004502332243569625
2025-08-14,Arbitrum,15941166,0.0035332621329950253
2025-08-14,Avalanche,0,0.0
2025-08-14,BSC,0,0.0
2025-08-14,Base,2750999,0.0006097421352118899
2025-08-14,Ethereum,4147231756,0.9192086024466005
2025-08-14,Mantle,28141214,0.006237328298488923
2025-08-14,Noble,15175807,0.003363624982685761
2025-08-14,Plume Mainnet,0,0.0
2025-08-14,Polygon,2397,5.312804178056408e-07
2025-08-14,Solana,252567349,0.05598001113925035
2025-08-14,Sui,17687426,0.003920310002163686
2025-08-14,XRPL,30212221,0.006696354357829101
2025-08-15,Aptos,1987016,0.00044542578464287666
2025-08-15,Arbitrum,13664466,0.00306313864094497
2025-08-15,Avalanche,0,0.0
2025-08-15,BSC,0,0.0
2025-08-15,Base,2751341,0.000616763138165529
2025-08-15,Ethereum,4103955310,0.919976242816389
2025-08-15,Mantle,27527232,0.00617072983440823
2025-08-15,Noble,14844699,0.0033277093389596896
2025-08-15,Plume Mainnet,0,0.0
2025-08-15,Polygon,2492,5.586271350256106e-07
2025-08-15,Solana,248684502,0.05574715524780527
2025-08-15,Sui,17301518,0.0038784500128146195
2025-08-15,XRPL,30217608,0.006773826558734739
2025-08-16,Aptos,1968549,0.0004439211252171163
2025-08-16,Arbitrum,13614163,0.003070085914980644
2025-08-16,Avalanche,0,0.0
2025-08-16,BSC,0,0.0
